,user_id,id,code_id,status,date,number,payment_link,total
0,ZnwwsNlp6ROtA5aC7opXbQp75993,2d931418-e776-44df-b189-efcda2caecb4,04-KeE7NGOqmvJSuJ0i,ordered,2024-05-28T00:00:00,204,https://qr-stg.sandbox.paypay.ne.jp/28180104KeE7NGOqmvJSuJ0i,3000
1,Je6fzVcEmPZvgCJe46Veh2X8EC82,02dd75a9-61ae-418a-9844-0ffb46139fc9,04-2M7tUgJnX0eQpqGs,purchased,2024-05-28T00:00:00,205,https://qr-stg.sandbox.paypay.ne.jp/281801042M7tUgJnX0eQpqGs,1920
2,Je6fzVcEmPZvgCJe46Veh2X8EC82,a7d93506-e100-484b-9b22-34bd3ab80f4d,04-LmXOrxxO5pzFCXv8,purchased,2024-05-29T00:00:00,200,https://qr-stg.sandbox.paypay.ne.jp/28180104LmXOrxxO5pzFCXv8,2280
3,pBll8czTu4gVTseHsxrhp3RnM8r1,c4695de7-70ef-4f35-9156-282f3cd18627,04-HcWLAdHrMw356TN2,ordered,2024-05-28T00:00:00,205,https://qr-stg.sandbox.paypay.ne.jp/28180104HcWLAdHrMw356TN2,1500
